ID,Genes
427,"ERCC6, CKN2, COFS, CSB"
427,"APC, GS, FPC"
430,"DHCR24, KIAA0018"
430,"AVPR2, DIR, DI1, ADHR"
432,AQP2
433,AQP2
434,"AVP, AVRP, VP"
435,"ABCC8, SUR, PHHI, SUR1"
438,"TCF1, HNF1A, MODY3"
439,"SUMO4, IDDM5"
440,"PTPN8, PEP, PTPN22, LYP"
440,INSR
441,"PPARG, PPARG1, PPARG2"
441,GCK
443,GCGR
444,GPD2
445,"HNF4A, TCF14, MODY1"
446,IRS2
447,"MAPK8IP1, IB1"
449,"NEUROD1, NIDDM"
450,"TCF2, HNF2"
451,"TCF1, HNF1A, MODY3"
452,IRS1
453,"SLC2A2, GLUT2"
454,"SLC2A4, GLUT4"
455,CAPN10
456,"ENPP1, PDNP1, NPPS, M6S1, PCA1"
457,"RETN, RSTN, FIZZ3"
457,PTF1A
457,"KCNJ11, BIR, PHHI"
457,AKT2
458,IPF1
458,"FOXP3, IPEX, AIID, XPID, PIDX"
459,"KCNJ11, BIR, PHHI"
459,"ACE, DCP1, ACE1"
460,VEGF
461,"SLC26A2, DTD, DTDST, D5S1708, EDM4"
462,"SLC26A2, DTD, DTDST, D5S1708, EDM4"
462,"TBX1, DGS, CTHM, CAFS, TGA, DORV, VCFS, DGCR"
462,"DPYS, DHP"
462,"DSP, KPPS2, PPKS2"
462,"DMGDH, DMGDHD"
462,POR
462,COL1A1
463,LIG1
465,TOP1
465,"TOP2A, TOP2"
466,DBH
466,DBH
466,"DAX1, AHC, AHX, NROB1"
466,"CFC1, CRYPTIC, HTX2"
466,MTR
466,"EFEMP1, FBNL, DHRD"
466,FAAH
466,"SALL4, HSAL4"
466,"ABCC2, CMOAT"
466,"DMD, BMD"
467,"DYM, FLJ90130, DMC, SMC"
467,ALB
468,"IKBKAP, IKAP"
470,"ADAR, DRADA, DSH, DSRAD"
470,"GATA1, GF1, ERYF1, NFE1"
470,FGA
470,FGA
470,FGB
470,FGG
470,"DKC1, DKC"
470,"TERC, TRC3, TR"
470,"DYX1C1, DYXC1, DYX1"
470,"KIAA0319, DYX2, DYLX2, DLX2"
470,F2
470,"HSPG2, PLC, SJS, SJA, SJS1"
470,"ATP1A3, DYT12, RDP"
471,"DYT1, TOR1A"
472,"GCH1, DYT5"
472,"DYT1, TOR1A"
472,DRD2
472,"SGCE, DYT11"
473,"DRD5, DRD1B, DRD1L2"
473,"TTR, PALB"
474,COL7A1
474,COL7A1
474,"ED1, EDA, HED"
475,"GJB6, CX30, DFNA3, HED, ED2"
475,EDARADD
476,"IKBKG, NEMO, FIP3, IP2"
476,"NFKBIA, IKBA"
477,"EDAR, DL, ED3, EDA3"
479,"EDAR, DL, ED3, EDA3"
479,"IKBKG, NEMO, FIP3, IP2"
479,"HVEC, PVRL1, PVRR1, PRR1"
479,PKP1
481,"FBN1, MFS1, WMS"
482,"PAX6, AN2, MGDA"
483,"TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS"
484,"TNXB, TNX, TNXB1, TNXBS, TNXB2"
485,"TNXB, TNX, TNXB1, TNXBS, TNXB2"
487,"B4GALT7, XGALT1, XGPT1"
491,COL1A1
492,COL5A1
492,COL5A2
493,COL5A1
493,COL3A1
493,COL3A1
493,"PLOD, PLOD1"
493,COL1A1
493,COL1A2
493,"ADAMTS2, NPI"
493,ACTN3
493,"EPB41, EL1"
493,SPTA1
493,SPTB
493,"SLC4A1, AE1, EPB3"
493,EVC
493,"LBN, EVC2"
493,"EMD, EDMD, STA"
493,"LMNA, LMN1, EMD2, FPLD, CMD1A, HGPS, LGMD1B"
493,"LMNA, LMN1, EMD2, FPLD, CMD1A, HGPS, LGMD1B"
493,"PI, AAT"
493,"PI, AAT"
493,"SERPINI1, PI12"
493,COX10
494,"PTHR1, PTHR"
494,"CDH1, UVO"
494,MSH3
495,"MSH6, GTBP, HNPCC5"
495,"PTEN, MMAC1"
495,TLR4
495,"COLQ, EAD"
495,"NR2E3, PNR, ESCS"
495,"SLC26A4, PDS, DFNB4"
495,ENO3
495,"PRSS7, ENTK"
495,EPX
495,"EVER1, EV1"
495,"EVER2, EV2"
495,COL7A1
495,COL7A1
495,"COL17A1, BPAG2"
495,ITGB4
495,"LAMA3, LOCS"
495,LAMB3
495,"LAMC2, LAMNB2, LAMB2T"
495,LAMB3
495,"LAMC2, LAMNB2, LAMB2T"
495,"LAMA3, LOCS"
495,ITGB4
495,ITGA6
495,"DSP, KPPS2, PPKS2"
496,ITGB4
496,COL7A1
496,COL7A1
496,KRT14
496,KRT5
496,"PLEC1, PLTN, EBS1"
496,KRT14
497,KRT5
497,KRT10
498,KRT1
500,"KRT9, EPPK"
502,"KCNQ2, EBN1"
504,"KCNQ3, EBN2, BFNC2"
504,"GABRG2, GEFSP3, CAE2, ECA2"
505,"CLCN2, EGMA, ECA3, EGI3"
505,"JRK, JH8"
507,"CACNB4, EJM"
507,"GABRG2, GEFSP3, CAE2, ECA2"
507,"SCN1A, GEFSP2, SMEI"
508,ME2
508,"CLCN2, EGMA, ECA3, EGI3"
508,"CACNB4, EJM"
508,"CLCN2, EGMA, ECA3, EGI3"
509,"GABRA1, EJM"
510,"EPM2A, MELF, EPM2"
511,"NHLRC1, EPM2A, EPM2B"
512,"SLC25A22, GC1"
514,"CHRNA4, ENFL1"
514,"CHRNB2, EFNL3"
515,"LGI1, EPT, ETL1"
515,"CSTB, STFB, EPM1"
515,"NHLRC1, EPM2A, EPM2B"
515,"SCN1A, GEFSP2, SMEI"
516,"CLCN2, EGMA, ECA3, EGI3"
517,SYN1
518,"COMP, EDM1, MED, PSACH"
519,"SLC26A2, DTD, DTDST, D5S1708, EDM4"
520,"COL9A3, EDM3, IDD"
520,"MATN3, EDM5, HOA"
520,"COL9A1, MED"
520,"COL9A2, EDM2"
520,"COL9A3, EDM3, IDD"
520,"KCNA1, AEMK, EA1"
520,"CACNA1A, CACNL1A4, SCA6"
520,OPCML
520,"MYH9, MHA, FTNS, DFNA17"
522,"SCN9A, NENA, PN1"
523,HBA1
523,HBB
523,HBA2
523,EPOR
523,LOR
523,"GJB3, CX31, DFNA2"
523,"GJB4, CX30.3"
523,"TGFBR2, HNPCC6"
523,RNF6
523,"LZTS1, F37, FEZ1"
523,"WWOX, FOR"
524,"ESR1, ESR"
526,"ETHE1, HSCO, D83198"
527,"EWSR1, EWS"
528,"LDHA, LDH1"
530,EXT1
531,EXT2
532,"FZD4, EVR1"
535,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2"
537,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2"
537,"NDP, ND"
538,"PAX6, AN2, MGDA"
538,NPC1L1
539,GLA
540,"FSHMD1A, FSHD1A"
541,"HF1, CFH, HUS"
542,MCFD2
544,F7
545,F10
546,F11
547,F11
548,"F12, HAF"
549,"F13A1, F13A"
550,F13B
551,"MEFV, MEF, FMF"
551,"FANCA, FACA, FA1, FA, FAA"
552,"FAAP95, FAAP90, FLJ34064, FANCB"
553,"FANCC, FACC"
553,"BRCA2, FANCD1"
554,"FANCD2, FANCD, FACD, FAD"
555,"FANCE, FACE"
556,FANCF
557,"XRCC9, FANCG"
558,"BRIP1, BACH1, FANCJ"
559,"PHF9, FANCL"
560,"FANCM, KIAA1596"
561,"SLC2A2, GLUT2"
562,"ASAH, AC"
562,"HADHA, MTPA"
562,"G6PD, G6PD1"
563,"MYH9, MHA, FTNS, DFNA17"
564,"MYCN, NMYC, ODED, MODED"
565,"GNRHR, LHRHR"
566,"SPINK1, PSTI, PCTT, TATI"
567,"SOS1, GINGF, GF1, HGF"
568,"ANTXR2, CMG2, JHF, ISH"
570,"KIF21A, KIAA1708, FEOM1, CFEOM1"
571,"PHOX2A, ARIX, CFEOM2"
572,"GDF5, CDMP1"
572,LCAT
572,FMO3
572,KNG
572,"DPYD, DPD"
572,"TSC1, LAM"
572,FSHB
572,TDGF1
572,"PAX6, AN2, MGDA"
572,"RDS, RP7, PRPH2, PRPH, AVMD, AOFMD"
574,"FMR1, FRAXA"
574,FRAS1
575,FREM2
575,WT1
575,"FRDA, FARR"
576,"FRDA, FARR"
578,"FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS"
578,FBP1
580,ALDOB
580,KHK
581,"COL8A2, FECD, PPCD2"
582,FUCA1
583,FUT6
584,FH
586,RDH5
587,RLBP1
588,"ABCA4, ABCR, STGD1, FFM, RP19"
588,"G6PD, G6PD1"
589,"ABAT, GABAT"
589,GALK1
589,GALE
589,GALT
589,"PPGB, GSL, NGBE, GLB2, CTSA"
589,GAMT
589,"APC, GS, FPC"
589,"APC, GS, FPC"
589,"IRF1, MAR"
589,"CDH1, UVO"
590,IL1B
590,IL1RN
590,"CASP10, MCH4, ALPS2"
590,"ERBB2, NGL, NEU, HER2"
590,"FGFR2, BEK, CFD1, JWS"
594,"KLF6, COPEB, BCD1, ZF9"
596,MUTYH
596,"KIT, PBT"
596,PDGFRA
597,GBA
598,"PSAP, SAP1"
598,GBA
599,"ROBO3, RBIG1, RIG1, HGPPS"
600,"KCNMA1, SLO"
601,"SCN1B, GEFSP1"
602,BCL10
603,"KIT, PBT"
603,"PRNP, PRIP"
603,"GAN, GAN1"
603,"PDGFB, SIS"
604,CYP7B1
607,GP1BB
608,"UGT1A1, UGT1, GNT1"
608,"SLC12A3, NCCT, TSC"
608,"ITGA2B, GP2B, CD41B"
608,"ITGB3, GP3A"
609,"MYOC, TIGR, GLC1A, JOAG, GPOA"
609,"MYOC, TIGR, GLC1A, JOAG, GPOA"
609,"OPTN, GLC1E, FIP2, HYPL, NRP"
610,"CYP1B1, GLC3A"
610,"CYP1B1, GLC3A"
610,"MYOC, TIGR, GLC1A, JOAG, GPOA"
610,"OPA1, NTG, NPG"
610,"OPTN, GLC1E, FIP2, HYPL, NRP"
610,"CYP1B1, GLC3A"
610,"CYP1B1, GLC3A"
610,"MSH2, COCA1, FCC1, HNPCC1"
610,DMBT1
610,"ERBB2, NGL, NEU, HER2"
610,"LGI1, EPT, ETL1"
614,"PPARG, PPARG1, PPARG2"
614,"TCF2, HNF2"
614,"ACTN4, FSGS1, FSGS"
615,"TRPC6, TRP6, FSGS2"
617,"CD2AP, CMS"
617,"GLML, GVM, VMGLOM"
618,"MRAP, FALP, C21orf61"
619,MC2R
619,"SLC5A1, SGLT1"
622,"SLC2A1, GLUT1"
623,GCS1
624,FTCD
624,GCDH
625,"ETFA, GA2, MADD"
626,"ETFB, MADD"
627,"ETFDH, MADD"
627,"GSS, GSHS"
627,GK
628,"AMT, NKH, GCE"
628,"GCSH, NKH"
630,"GLDC, HYGN1, GCSP, GCE, NKH"
632,GNMT
633,PHKG2
634,"PHKA2, PHK"
638,"PHKA2, PHK"
639,"G6PC, G6PT"
640,G6PT1
641,G6PT1
643,GAA
644,"LAMP2, LAMPB"
644,"AGL, GDE"
646,"AGL, GDE"
647,GBE1
647,GYS2
648,PYGL
648,PFKM
648,GLB1
649,GM2A
650,"HEXA, TSD"
651,"TMEM16E, GDD1"
651,"TPO, TPX"
652,"TG, AITD3"
653,KIAA1279
654,DHH
656,"SRY, TDF"
657,"BCS1L, FLNMS, GRACILE"
657,"IL10, CSIF"
657,CTLA4
657,"GC, DBP"
657,"LBR, PHA"
657,"GLI3, PAPA, PAPB, ACLS"
659,"MYO5A, MYH12, GS1"
660,"RAB27A, RAM, GS2"
660,MLPH
660,GHRHR
660,STAT5B
660,IGF1
660,"HOXA13, HOX1J"
660,OAT
660,"ATP2C1, BCPM, HHD"
660,"CTSC, CPPI, PALS, PLS, HMS"
660,"HOXA13, HOX1J"
661,CPO
662,"PANK2, NBIA1, PKAN, HARP"
662,"SLC6A19, HND"
663,"TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS"
663,"ABCA1, ABC1, HDLDT1, TGD"
664,"ESR1, ESR"
664,"WFS1, WFRS, WFS, DFNA6"
665,"SCN5A, LQT3, IVF, HB1, SSS1"
666,"SCN5A, LQT3, IVF, HB1, SSS1"
668,HBA2
668,HBA1
668,HBB
668,"HADHA, MTPA"
668,VHL
668,"FLT4, VEGFR3, PCL"
668,KDR
668,ELA2
668,COL4A4
669,HMOX1
669,"CACNA1A, CACNL1A4, SCA6"
670,"HFE, HLA-H, HFE1"
670,"HAMP, LEAP1, HEPC, HFE2"
670,"HAMP, LEAP1, HEPC, HFE2"
670,"HJV, HFE2A"
670,"TFR2, HFE3"
670,"SLC40A1, SLC11A3, FPN1, IREG1, HFE4"
670,HBA2
675,AK1
675,"SLC4A1, AE1, EPB3"
676,BPGM
676,"G6PD, G6PD1"
676,"GCLC, GLCLC"
677,GPI
679,"GSS, GSHS"
681,HK1
681,"PGK1, PGKA"
681,TPI1
681,"HF1, CFH, HUS"
681,"PRF1, HPLH2"
681,"UNC13D, MUNC13-4, HPLH3, HLH3, FHL3"
681,"F8, F8C, HEMA"
682,"F9, HEMB"
683,"PI, AAT"
684,F5
684,CP
684,"TCF1, HNF1A, MODY3"
684,"SCOD1, SCO1"
684,LIPC
686,CTNNB1
686,"PDGFRL, PDGRL, PRLTS"
688,"AXIN1, AXIN"
689,CTNNB1
689,"TP53, P53, LFS1"
689,"IGF2R, MPRI"
689,MET
689,"CASP8, MCH5"
696,"ENG, END, HHT1, ORW"
697,"ACVRL1, ACVRLK1, ALK1, HHT2"
698,"AFP, HPAFP"
698,HPS1
699,HPS3
701,HPS4
702,"HPS5, RU2, KIAA1017"
703,"HPS6, RU"
703,"AP3B1, ADTB3A, HPS2"
703,"DTNBP1, HPS7"
704,"CFC1, CRYPTIC, HTX2"
705,"ZIC3, HTX1, HTX"
708,"FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS"
708,"FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS"
708,"FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS"
708,"HEXA, TSD"
710,KNG
712,EDN3
712,GDNF
712,"NRTN, NTN"
716,"RET, MEN2A"
717,"EDNRB, HSCR2, ABCDS"
718,ECE1
719,"PMX2B, NBPHOX, PHOX2B"
720,"HAL, HSTD"
721,"TP53, P53, LFS1"
723,"CCL5, SCYA5, D17S136E, TCP228"
723,"CCL5, SCYA5, D17S136E, TCP228"
723,"IL10, CSIF"
724,"CMKBR2, CCR2"
724,"CMKBR5, CCCKR5"
724,HMGCL
724,HMGCS2
724,"HLCS, HCS"
724,"SIX3, HPE2"
724,"SHH, HPE3, HLP3, SMMCI"
724,"TGIF, HPE4"
725,"ZIC2, HPE5"
725,"PTCH, NBCCS, BCNS, HPE7"
726,TBX5
727,CTH
728,CBS
731,MTHFR
732,MTRR
733,"SLC3A1, ATR1, D2H, NBAT"
734,"DKC1, DKC"
736,HBB
737,HBG1
737,HBG2
738,"HPRT1, HPRT"
739,IFNGR1
739,"HD, IT15"
740,"PRNP, PRIP"
741,"JPH3, JP3, HDL2"
742,"TBP, SCA17"
742,"ANTXR2, CMG2, JHF, ISH"
743,"L1CAM, CAML1, HSAS1"
743,"L1CAM, CAML1, HSAS1"
743,"L1CAM, CAML1, HSAS1"
743,CETP
746,"PYCS, GSAS"
746,"CYP21A2, CYP21, CA21H"
748,"PPARA, PPAR"
749,"UGT1A1, UGT1, GNT1"
749,"SAC, HCA2"
750,BAAT
751,EPHX1
752,"TJP2, ZO2"
752,"APOB, FLDB"
752,"LDLR, FHC, FH"
752,"PCSK9, NARC1, HCHOLA3, FH3"
752,"ARH, FHCB2, FHCB1"
752,EPHX2
752,APOA2
752,GSBS
752,"ITIH4, PK120, ITIHL1"
752,"GLRA1, STHE"
752,GLRB
752,PDGFRA
752,FTL
754,"MVK, MVLK"
755,GCK
757,GLUD1
757,"SCN4A, HYPP, NAC1A"
757,"CCM1, CAM, KRIT1"
757,"USF1, HYPLIP1"
758,APOC2
759,"APOE, AD2"
761,AASS
761,"MAT1A, MATA1, SAMS1"
762,"AHCY, SAHH"
763,"SLC25A15, ORNT1, HHH"
764,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2"
764,"AGXT, SPAT"
765,"GRHPR, GLXR"
766,MEN1
767,"HRPT2, C1orf28"
768,"HRPT2, C1orf28"
769,"CASR, HHC1, PCAR1, FIH"
769,"PCBD, DCOH"
769,"PAH, PKU1"
770,INS
771,"PRODH, PRODH2, SCZD4"
772,"ALDH4A1, ALDH4, P5CDH"
772,REN
773,F2
774,KCNMB1
774,"NR3C2, MLR, MCR"
774,"AGTR1, AGTR1A, AT2R1"
774,"PTGIS, CYP8A1, PGIS, CYP8"
775,ADD1
776,"AGT, SERPINA8"
776,ECE1
776,GNB3
777,"RETN, RSTN, FIZZ3"
777,"HSD11B2, HSD11K"
778,NOS3
778,"CYP3A5, P450PCN3"
778,NOS3
779,TSHR
779,"TPO, TPX"
779,APOA1
780,APOA5
781,"LIPI, LPDL, PRED5"
782,"RP1, ORP1"
782,"CFTR, ABCC7, CF, MRP7"
783,"UMOD, HNFJ, FJHN, MCKD2, ADMCKD2"
783,CYP11B2
784,CYP11B2
785,APOA1
786,"APOB, FLDB"
787,"CASR, HHC1, PCAR1, FIH"
787,"CASR, HHC1, PCAR1, FIH"
787,"CASR, HHC1, PCAR1, FIH"
787,CP
787,"FGFR3, ACH"
787,HBA2
787,PAX9
787,"MSX1, HOX7, HYD1, OFC5"
788,"MSX1, HOX7, HYD1, OFC5"
788,FGG
788,"BLNK, SLP65"
788,"ABCC8, SUR, PHHI, SUR1"
791,"ABCC8, SUR, PHHI, SUR1"
792,LHB
793,GPR54
793,NELF
793,"GNRHR, LHRHR"
794,LHCGR
794,HP
794,"CACNA1S, CACNL1A3, CCHL1A3"
794,"KCNE3, HOKPP"
794,"SCN4A, HYPP, NAC1A"
794,"LCT, LAC, LPH"
794,MCM6
794,"FXYD2, ATP1G1, HOMG2"
795,"CLDN16, PCLN1"
797,"TRPM6, CHAK2"
798,PTH
799,PTH
801,GCMB
802,"TBCE, KCS, KCS1, HRD"
802,"GATA3, HDR"
802,"ALPL, HOPS, TNSALP"
802,"ALPL, HOPS, TNSALP"
802,"CLCN5, CLCK2, NPHL2, DENTS"
802,"PHEX, HYP, HPDR1"
803,"FGF23, ADHR, HPDR2, PHPTC"
804,ENAM
805,"GJA1, CX43, ODDD, SDTY3, ODOD"
805,F2
805,CTLA4
806,"SLC5A5, NIS"
807,"DUOX2, THOX2"
809,PAX8
810,TSHR
811,"TG, AITD3"
812,TSHB
812,TSHR
814,"CDH3, CDHP, PCAD, HJMD"
814,"DSG4, LAH"
814,"SOX18, HLTS"
816,"CDSN, HTSS"
817,"SLC22A12, OAT4L, URAT1"
817,"GJB2, CX26, DFNB1, PPK, DFNA3, KID, HID"
819,"TGM1, ICR2, LI1"
819,ALOX12B
820,ALOXE3
821,"KRT2A, KRT2E"
822,ICHYN
822,KRT10
823,"ABCA12, ICR2B, LI2"
824,KRT1
824,"ABCA12, ICR2B, LI2"
825,"TGM1, ICR2, LI1"
826,"STS, ARSC1, ARSC, SSDD"
827,"ICOS, AILIM"
827,"PHF11, NYREN34"
829,IGHG2
830,"FCGR1A, IGFR1, CD64"
830,"DNMT3B, ICF"
831,CD3E
831,CD3G
832,"AICDA, AID, HIGM2"
833,"TNFRSF5, CD40"
835,"UNG, DGU, HIGM4"
836,"TNFSF5, CD40LG, HIGM1, IGM"
836,"FOXP3, IPEX, AIID, XPID, PIDX"
837,"TNFRSF14B, TACI"
838,MYH2
839,"GNE, GLCNE, IBM2, DMRV, NM"
840,"VCP, IBMPFD"
840,"IKBKG, NEMO, FIP3, IP2"
840,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54"
841,"SOX3, MRGH"
842,ITPA
843,"NTRK1, TRKA, MTC"
844,GABRB3
845,"PRNP, PRIP"
847,"PPARG, PPARG1, PPARG2"
847,"PPP1R3A, PPP1R3"
847,"PTPN1, PTP1B"
847,"IL2RA, IL2R"
847,"COL9A2, EDM2"
848,"COL9A3, EDM3, IDD"
849,IGF1R
850,IGF2
851,"GIF, IF"
853,"IRAK4, REN64"
854,"FOXC1, FKHL7, FREAC3"
855,"PITX2, IDG2, RIEG1, RGS, IGDS2"
856,"FOXC1, FKHL7, FREAC3"
857,TF
858,"FTH1, FTHL6"
859,"GH1, GHN"
862,IVD
862,"FGFR1, FLT2, KAL2"
863,"FGFR2, BEK, CFD1, JWS"
865,"TIMM8A, DFN1, DDP, MTS, DDP1"
868,"KCNE1, JLNS, LQT5"
869,"KCNQ1, KCNA9, LQT1, KVLQT1, ATFB1"
870,"NPHP1, NPH1, SLSN1"
871,AHI1
872,"ATRX, XH2, XNP, MRXS3, SHS"
873,"MADH4, DPC4, SMAD4, JIP"
873,"KLK1, KLKR"
873,"FGFR1, FLT2, KAL2"
873,"KAL1, KMS, ADMLX"
873,NAGA
873,"IL6, IFNB2, BSF2"
873,IGKC
874,"DNAH11, DNAHC11"
874,"DNAH5, HL1, PCD, CILD3"
875,"DNAI1, CILD1, ICS, PCD"
875,"TBCE, KCS, KCS1, HRD"
876,"PAX6, AN2, MGDA"
877,"GJB2, CX26, DFNB1, PPK, DFNA3, KID, HID"
877,"VSX1, RINX, PPCD, PPD, KTCN"
877,"GJB2, CX26, DFNB1, PPK, DFNA3, KID, HID"
877,"SAT, SSAT, KFSD"
877,KRT1
877,DSG1
877,"DSP, KPPS2, PPKS2"
877,KRT1
877,"SCOT, OXCT"
877,"MGP, NTI"
877,"KIND1, URP1, C20orf42"
877,KNG
878,"VG5Q, HUS84971, FLJ10283"
878,COL2A1
880,"COL18A1, KNO"
881,GALC
882,"L2HGDH, C14orf160"
883,LDHB
883,PDX1
884,"SHOX, GCFX, SS, PHOG"
886,SHOXY
886,GHR
886,"FLNB, SCT, AOI"
886,"LAMA3, LOCS"
886,"SC5DL, ERG3"
886,"HADHA, MTPA"
886,ALAD
886,"AGRP, ART, AGRT"
886,"CRB1, RP12"
886,"CRX, CORD2, CRD"
886,"RPGRIP1, LCA6, CORD9"
886,"RPE65, RP20"
886,"AIPL1, LCA4"
886,"GUCY2D, GUC2D, LCA1, CORD6"
886,"RDH12, LCA3"
886,ACVR2B
886,"EBAF, TGFB4, LEFTY2, LEFTA, LEFTYA"
886,"DTNA, D18S892E, DRP3, LVNC1"
886,"DTNA, D18S892E, DRP3, LVNC1"
886,"TLR5, TIL3"
886,"BCS1L, FLNMS, GRACILE"
886,"DLD, LAD, PHE3"
886,NDUFS3
886,"NDUFS4, AQDQ"
886,"NDUFS7, PSST"
886,NDUFS8
886,"NDUFV1, UQOR1"
886,"SDHA, SDH2, SDHF"
886,SURF1
886,COX15
886,"LRPPRC, LRP130, LSFC"
886,"PDHA1, PHE1A"
886,FH
886,COL4A6
886,"PTPN11, PTP2C, SHP2, NS1"
886,INSR
886,"PRKN, PARK2, PDJ"
886,"SHOX, GCFX, SS, PHOG"
886,SHOXY
886,"HPRT1, HPRT"
886,"TAL1, TCL5, SCL"
886,TAL2
886,FLT3
886,"NBS1, NBS"
886,"ZNFN1A1, IK1, LYF1"
889,"HOXD4, HOX4B"
891,"BCR, CML, PHL, ALL"
891,ARNT
891,"KRAS2, RASK2"
891,GMPS
891,AF10
894,"ARHGEF12, LARG, KIAA0382"
895,"CALM, CLTH"
896,"CEBPA, CEBP"
896,"CHIC2, BTL"
897,FLT3
898,"KIT, PBT"
898,LPP
899,NPM1
901,"NUP214, D9S46E, CAN, CAIN"
902,"RUNX1, CBFA2, AML1"
902,"WHSC1L1, NSD3"
902,FLT3
902,AF1Q
902,NPM1
903,NUMA1
903,"ZNF145, PLZF"
904,"PML, MYL"
904,STAT5B
904,AF10
904,"CALM, CLTH"
906,"ARL11, ARLTS1"
908,"P2RX7, P2X7"
908,"BCR, CML, PHL, ALL"
908,GRAF
908,"NF1, VRNF, WSS, NFNS"
909,"PTPN11, PTP2C, SHP2, NS1"
910,BCL2
910,"CCND1, PRAD1, BCL1"
911,TCRA
911,"GATA1, GF1, ERYF1, NFE1"
912,"GATA1, GF1, ERYF1, NFE1"
912,ABL1
912,"NQO1, DIA4, NMOR1"
912,"NUP214, D9S46E, CAN, CAIN"
912,"ITGB2, CD18, LCAMB, LAD"
912,"EIF2B1, EIF2BA"
912,EIF2B2
913,EIF2B3
914,"EIF2B5, LVWM, CACH, CLE"
915,EIF2B4
916,LHCGR
917,"PTEN, MMAC1"
918,SCNN1B
918,"SCNN1G, PHA1"
918,"CDKN2A, MTS1, P16, MLM, CMM2"
918,"TP53, P53, LFS1"
919,"CHEK2, RAD53, CHK2, CDS1, LFS2"
920,LIG4
920,"TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS"
921,"AGPAT2, LPAAB, BSCL, BSCL1"
921,"BSCL2, SPG17"
921,"LMNA, LMN1, EMD2, FPLD, CMD1A, HGPS, LGMD1B"
921,"PPARG, PPARG1, PPARG2"
921,"PPARGC1A, PPARGC1"
925,STAR
925,"CYP11A, P450SCC"
925,ECM1
925,"HMGA2, HMGIC, BABL, LIPO"
925,LPP
925,MEN1
925,"HMGA2, HMGIC, BABL, LIPO"
925,"LPL, LIPD"
925,"PAFAH1B1, LIS1"
925,"RELN, RL"
925,"DCX, DBCN, LISX"
925,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54"
930,"CDH1, UVO"
931,TGFBR1
933,"TGFBR2, HNPCC6"
935,CETP
936,AKAP10
937,"KCNQ1, KCNA9, LQT1, KVLQT1, ATFB1"
937,"KCNH2, LQT2, HERG"
937,"SCN5A, LQT3, IVF, HB1, SSS1"
937,"ANK2, LQT4"
937,"KCNE1, JLNS, LQT5"
938,"KCNE2, MIRP1, LQT6"
939,"KCNJ2, HHIRK1, KIR2.1, IRK1, LQT7"
940,DCTN1
940,"OCRL, LOCR, OCRL1, NPHL2"
940,CYP11B2
940,LPA
940,CILP
940,"KRAS2, RASK2"
942,PPP2R1B
942,"SLC22A1L, BWSCR1A, IMPT1"
943,"MAP3K8, COT, EST, TPL2"
944,"FCGR2A, IGFR2, CD32"
945,"TSC1, LAM"
947,"TSC2, LAM"
947,"FOXC2, FKHL14, MFH1"
948,"FOXC2, FKHL14, MFH1"
948,"FOXC2, FKHL14, MFH1"
948,"FLT4, VEGFR3, PCL"
948,"FOXC2, FKHL14, MFH1"
950,RAP1GDS1
950,"ATM, ATA, AT1"
952,BCL8
953,BCL10
955,BCL10
956,"ATM, ATA, AT1"
957,RAD54B
958,"RAD54L, HR54, HRAD54"
959,"FCGR2B, CD32"
960,"MAD1L1, TXBP181"
961,"MSH2, COCA1, FCC1, HNPCC1"
962,"SH2D1A, LYP, IMD5, XLP, XLPD"
963,"MSH2, COCA1, FCC1, HNPCC1"
964,"SLC7A7, LPI"
965,"ATXN3, MJD, SCA3"
965,"IRF1, MAR"
969,"GATA1, GF1, ERYF1, NFE1"
970,"CHST6, MCDC1"
970,"HF1, CFH, HUS"
971,"HMCN1, FBLN6, FIBL6"
971,"FBLN5, ARMD3"
973,"CNGB3, ACHM3"
974,"RPGR, RP3, CRD, RP15, COD1"
975,"RDS, RP7, PRPH2, PRPH, AVMD, AOFMD"
975,"ABCA4, ABCR, STGD1, FFM, RP19"
978,"ELOVL4, ADMD, STGD2, STGD3"
978,"RDS, RP7, PRPH2, PRPH, AVMD, AOFMD"
978,VMD2
978,VMD2
978,"FKBP5, FKBP51"
978,CD36
979,CD36
981,ICAM1
982,"TNF, TNFA"
984,"GYPC, GE, GPC"
985,"NOS2A, NOS2"
986,"RYR1, MHS, CCO"
986,"CACNA1S, CACNL1A3, CCHL1A3"
986,"MLYCD, MCD"
986,"MALT1, MLT"
987,"ZMPSTE24, FACE1, STE24, MADB"
988,"MAN2B1, MANB"
990,"MANBA, MANB1"
990,"BCKDHA, MSUD1"
990,"BCKDHB, E1B"
990,"DBT, BCATE2"
