ID,Genes
990,"DLD, LAD, PHE3"
990,"FBN1, MFS1, WMS"
990,COL1A2
990,"ARSB, MPS6"
990,"COL11A1, STL2"
990,"L1CAM, CAML1, HSAS1"
990,MASP2
990,"FBN1, MFS1, WMS"
990,"KIT, PBT"
990,"KIT, PBT"
990,"ACP33, MAST, SPG21"
990,"MYH9, MHA, FTNS, DFNA17"
990,PYGM
990,"GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO"
990,"MKKS, HMCS, KMS, MKS, BBS6"
990,XK
990,XK
990,"UMOD, HNFJ, FJHN, MCKD2, ADMCKD2"
990,"RET, MEN2A"
990,"NTRK1, TRKA, MTC"
990,PTCH2
990,"SUFU, SUFUXL, SUFUH"
990,KRT12
990,KRT3
991,"MKL1, AMKL, MAL"
992,"MLC1, LVM, VL"
993,"CUBN, IFCR, MGA1"
995,AMN
996,"CDK4, CMM3"
996,"CDKN2A, MTS1, P16, MLM, CMM2"
997,"CDKN2A, MTS1, P16, MLM, CMM2"
997,XRCC3
997,"STK11, PJS, LKB1"
999,BRAF
999,"SLURP1, MDM"
999,"FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS"
999,"LEMD3, MAN1"
999,BDNF
1001,"COCH, DFNA9"
1002,"MN1, MGCR"
1003,"PTEN, MMAC1"
1004,NF2
1004,"PDGFB, SIS"
1004,"MBL2, MBL, MBP1"
1005,"ATP7A, MNK, MK, OHS"
1006,"PRSS12, BSSP3"
1007,"CRBN, MRT2A"
1007,"NLGN4, KIAA1260, AUTSX2"
1007,"MECP2, RTT, PPMX, MRX16, MRX79"
1007,"PAK3, MRX30, MRX47"
1007,"IL1RAPL, MRX34"
1009,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54"
1011,"SLC6A8, CRTR"
1012,"FTSJ1, JM23, SPB1, MRX44, MRX9"
1012,"ZNF81, MRX45"
1012,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54"
1013,"TM4SF2, MXS1, A15"
1013,OPHN1
1013,"FTSJ1, JM23, SPB1, MRX44, MRX9"
1013,"FMR2, FRAXE, MRX2"
1014,"SMCX, MRXJ, DXS1272E, XE169, JARID1C"
1016,"GDI1, RABGD1A, MRX41, MRX48"
1016,"FACL4, ACS4, MRX63"
1016,"RPS6KA3, RSK2, MRX19"
1016,"ARHGEF6, MRX46, COOL2"
1016,AGTR2
1016,"FGD1, FGDY, AAS"
1016,ZNF41
1018,"DLG3, NEDLG, SAP102, MRX"
1020,"SMS, SRS, MRSR"
1020,"SOX3, MRGH"
1020,"MECP2, RTT, PPMX, MRX16, MRX79"
1020,"SLC6A8, CRTR"
1020,"CYP2C, CYP2C19"
1020,"SDHD, PGL1"
1020,WT1
1020,BCL10
1022,ARSA
1023,"PSAP, SAP1"
1023,"PTHR1, PTHR"
1023,COL10A1
1024,"RMRP, RMRPR, CHH"
1024,CYB5
1026,HBA1
1028,HBB
1029,DIA1
1030,DIA1
1031,"MAT1A, MATA1, SAMS1"
1031,MTR
1032,"ALDH6A1, MMSDH"
1032,"MUT, MCM"
1032,MMAA
1033,MMAB
1033,"MVK, MVLK"
1033,RFXANK
1033,"SLC25A19, DNC, MUP1, MCPHA"
1033,MCPH1
1033,"CDK5RAP2, KIAA1633, MCPH3"
1033,"ASPM, MCPH5"
1033,"CEMPJ, CPAP, MCPH6"
1033,"LAMB2, LAMS"
1034,LHCGR
1035,"CHX10, HOX10"
1035,SIX6
1036,"BCOR, KIAA1575, MAA2, ANOP2"
1037,"ATP1A2, FHM2, MHP2"
1037,EDNRA
1037,"ESR1, ESR"
1038,"TNF, TNFA"
1039,"YWHAE, MDCR, MDS"
1039,NDUFS1
1040,NDUFS2
1040,"NDUFS4, AQDQ"
1040,"NDUFV1, UQOR1"
1040,"BCS1L, FLNMS, GRACILE"
1040,"UQCRB, UQBP, QPC"
1040,TK2
1040,SUCLA2
1040,"DGUOK, DGK"
1040,"PUS1, MLASA"
1040,"SDHA, SDH2, SDHF"
1040,"DYSF, LGMD2B"
1040,"TCF2, HNF2"
1040,"TCF2, HNF2"
1040,INS
1040,"HNF4A, TCF14, MODY1"
1040,GCK
1040,"TCF1, HNF1A, MODY3"
1040,IPF1
1040,"TCF2, HNF2"
1040,"TIMM8A, DFN1, DDP, MTS, DDP1"
1041,"MOCS1, MOCOD"
1042,"MOCS2, MPTS"
1042,"GPH, KIAA1385, GEPH"
1042,"KRTHB1, HB1"
1042,"KRTHB6, HB6"
1042,"PAX6, AN2, MGDA"
1042,"ZFHX1B, SMADIP1, SIP1"
1042,MYMY3
1042,"CIAS1, C1orf7, FCU, FCAS"
1042,"MAML2, MAM3"
1042,"MECT1, KIAA0616"
1042,"GNPTAB, GNPTA"
1042,GNPTAG
1042,"MCOLN1, ML4"
1043,"IDUA, IDA"
1043,"IDUA, IDA"
1043,"IDS, MPS2, SIDS"
1043,"IDUA, IDA"
1043,"GALNS, MPS4A"
1045,GLB1
1045,"GNS, G6S"
1045,HYAL1
1046,"GUSB, MPS7"
1047,"FGFR3, ACH"
1047,"MLH1, COCA2, HNPCC2"
1047,"MSH2, COCA1, FCC1, HNPCC1"
1047,"TRIM37, MUL, KIAA0898"
1049,FH
1050,MEN1
1051,"RET, MEN2A"
1052,"RET, MEN2A"
1053,"TP53, P53, LFS1"
1054,"IRF4, LSIRF"
1054,LIG4
1054,"MHC2TA, C2TA"
1054,"PTPRC, CD45, LCA"
1054,"SUMF1, FGE"
1054,"POMGNT1, MEB"
1054,PHKA1
1054,"GDF8, MSTN"
1054,"FKRP, MDC1C, LGMD2I"
1054,"LAMA2, LAMM"
1055,"LAMA2, LAMM"
1055,"LARGE, KIAA0609, MDC1D"
1055,FCMD
1056,"TTID, MYOT"
1057,"CAPN3, CANP3"
1058,"DYSF, LGMD2B"
1059,"SGCG, LGMD2C, DMDA1, SCG3"
1059,"SGCA, ADL, DAG2, LGMD2D, DMDA2"
1059,"SGCB, LGMD2E"
1059,"SGCD, SGD, LGMD2F, CMD1L"
1059,"TCAP, LGMD2G, CMD1N"
1059,"TRIM32, HT2A, LGMD2H"
1059,"FKRP, MDC1C, LGMD2I"
1059,"TTN, CMD1G, TMD, LGMD2J"
1059,POMT1
1059,"CAV3, LGMD1C"
1059,"SEPN1, SELN, RSMD1"
1059,"PLEC1, PLTN, EBS1"
1059,"CMS1A1, FIM1"
1061,"SCN4A, HYPP, NAC1A"
1062,"CHRNB1, ACHRB, SCCMS, CMS2A, CMS1D"
1062,"CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D"
1062,"RAPSN, CMS1D, CMS1E"
1062,"CHAT, CMS1A2"
1063,"RAPSN, CMS1D, CMS1E"
1063,"CHRNA1, ACHRD, CMS2A, SCCMS, FCCMS"
1064,"CHRND, ACHRD, SCCMS, CMS2A, FCCMS"
1065,"CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D"
1066,"CHRNA1, ACHRD, CMS2A, SCCMS, FCCMS"
1067,"CHRNB1, ACHRB, SCCMS, CMS2A, CMS1D"
1070,"CHRND, ACHRD, SCCMS, CMS2A, FCCMS"
1070,"CHRNE, SCCMS, CMS2A, FCCMS, CMS1E, CMS1D"
1071,IL12RB1
1073,IFNGR1
1074,"IFNGR2, IFNGT1, IFGR2"
1075,STAT1
1075,"NRAMP1, NRAMP"
1077,MDS1
1078,"FACL6, ACS2"
1078,"IRF1, MAR"
1078,JAK2
1078,"FACL6, ACS2"
1080,"IRF1, MAR"
1081,CBFB
1081,"CSF1R, FMS"
1082,"CXCR4, D2S201E, NPY3R, WHIM"
1082,"PDGFRB, PDGFR"
1082,MPO
1082,"PDGFRB, PDGFR"
1084,AMPD1
1085,F7
1087,"APOE, AD2"
1087,"ACE, DCP1, ACE1"
1088,"ALOX5AP, FLAP"
1090,LGALS2
1091,"LTA, TNFB"
1091,"OLR1, LOX1"
1092,"THBD, THRM"
1093,"GCLM, GLCLR"
1095,"TNFSF4, GP34, OX4OL"
1096,"EFHC1, FLJ10466, EJM1"
1097,"GABRG2, GEFSP3, CAE2, ECA2"
1097,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54"
1097,"PGK1, PGKA"
1098,"KCNQ2, EBN1"
1099,ECGF1
1099,"ACTA1, ASMA, NEM3, NEM1"
1099,"ACTA1, ASMA, NEM3, NEM1"
1099,"CRYAB, CRYA2, CTPP2"
1099,MYF6
1099,ITGA7
1099,"DES, CMD1I"
1099,"DYSF, LGMD2B"
1101,"CAV3, LGMD1C"
1101,CPT2
1101,"PGAM2, PGAMM"
1101,"MYH7, CMH1, MPD1"
1102,"MYH7, CMH1, MPD1"
1103,"ACTA1, ASMA, NEM3, NEM1"
1104,"TTID, MYOT"
1105,"SCN4A, HYPP, NAC1A"
1106,CLCN1
1106,CLCN1
1106,CLCN1
1107,"DMPK, DM, DMK"
1107,"ZNF9, CNBP1, DM2, PROMM"
1107,"MTM1, MTMX"
1107,"DDIT3, GADD153, CHOP10"
1107,"PRKAR1A, TSE1, CNC1, CAR"
1110,NAGS
1110,"LMX1B, NPS1"
1110,"LMX1B, NPS1"
1110,NHS
1110,"HCRT, OX"
1111,"TP53, P53, LFS1"
1112,TREM2
1113,"TYROBP, PLOSL, DAP12"
1114,"JUP, DP3, PDGB"
1115,"TPM2, TMSB, AMCD1, DA1"
1115,"TPM3, NEM1"
1115,"NEB, NEM2"
1116,"TNNT1, ANM"
1117,"CLDN1, SEMP1"
1118,"AVPR2, DIR, DI1, ADHR"
1119,"CLCN5, CLCK2, NPHL2, DENTS"
1122,"ZNF365, UAN"
1126,"INVS, INV, NPHP2, NPH2"
1126,"NPHP4, SLSN4"
1126,"NPHP3, NPH3"
1126,"NPHP1, NPH1, SLSN1"
1126,"HF1, CFH, HUS"
1126,"CD151, PETA3, SFA1"
1126,"NPHS1, NPHN"
1126,"PDCN, NPHS2, SRN1"
1126,"SPINK5, LEKTI"
1126,"MTHFD, MTHFC"
1126,"NME1, NM23"
1126,"PMX2B, NBPHOX, PHOX2B"
1126,"PANK2, NBIA1, PKAN, HARP"
1126,"PMS2, PMSL2, HNPCC4"
1126,"NF1, VRNF, WSS, NFNS"
1126,"NF1, VRNF, WSS, NFNS"
1126,"NF1, VRNF, WSS, NFNS"
1126,NF2
1126,"MSH2, COCA1, FCC1, HNPCC1"
1126,MXI1
1126,"EGR2, KROX20"
1126,"MPZ, CMT1B, CMTDI3, CHM, DSS"
1126,"HSPB1, HSP27, CMT2F"
1128,"HSPB8, H11, E2IG1, DHMN2"
1128,"SPTLC1, LBC1, SPT1, HSN1, HSAN"
1128,"NGFB, HSAN5"
1129,HSN2
1130,"PMP22, CMT1A, CMT1E, DSS"
1130,"FCGR3A, CD16, IGFR3"
1130,ELA2
1132,"GFI1, ZNF163"
1133,"WAS, IMD2, THC"
1135,RAC2
1135,"PLOD, PLOD1"
1136,KRT10
1137,RLBP1
1137,"CYP2A6, CYP2A3, CYP2A, P450C2A"
1138,"CHRNA4, ENFL1"
1139,"GPR51, GABBR2"
1140,"SMPD1, NPD"
1141,"SMPD1, NPD"
1141,"NPC1, NPC"
1141,"NPC2, HE1"
1142,"NPC1, NPC"
1143,GNAT1
1144,"CSNB1, NYX"
1144,"PDE6B, PDEB, CSNB3"
1145,"CACNA1F, CSNB2"
1146,"RHO, RP4, OPN2"
1147,"NBS1, NBS"
1148,"GNE, GLCNE, IBM2, DMRV, NM"
1149,"TAZ, EFE2, BTHS, CMD3A, LVNCX"
1150,"CASP10, MCH4, ALPS2"
1151,"IRF1, MAR"
1152,EGFR
1153,BRAF
1154,"PTPN11, PTP2C, SHP2, NS1"
1154,"NDP, ND"
1154,LCAT
1154,"FUT2, SE"
1156,NP
1156,POMC
1156,MC4R
1156,"AKR1C2, DDH2, DD2, HAKRD"
1156,"NTRK2, TRKB"
1157,"AGRP, ART, AGRT"
1157,"NR0B2, SHP"
1161,"LEP, OB"
1161,"LEPR, OBR"
1161,"PPARG, PPARG1, PPARG2"
1161,"PPARG, PPARG1, PPARG2"
1161,SIM1
1162,UCP3
1163,"LEP, OB"
1163,MC3R
1163,"SLC6A14, OBX"
1163,ADRB2
1163,ADRB3
1163,CART
1164,"ENPP1, PDNP1, NPPS, M6S1, PCA1"
1165,GHRL
1166,UCP1
1166,UCP2
1168,"PCSK1, NEC1, PC1, PC3"
1168,"SLC6A4, HTT, OCD1"
1170,BDNF
1170,HTR2A
1170,"ATP7A, MNK, MK, OHS"
1170,OA1
1170,MC1R
1170,"MATP, AIM1"
1170,"GJA1, CX43, ODDD, SDTY3, ODOD"
1170,"BCOR, KIAA1575, MAA2, ANOP2"
1171,"PABPN1, PABP2, PAB2"
1171,"PABPN1, PABP2, PAB2"
1171,"ALPL, HOPS, TNSALP"
1172,SAG
1172,"RHOK, RK, GRK1"
1172,"PTEN, MMAC1"
1172,PAX9
1173,AXIN2
1173,"DCLRE1C, ARTEMIS, SCIDA"
1173,RAG1
1174,RAG2
1175,"MID1, OGS1, BBBG1, FXY, OSX"
1176,"CYP2C, CYP2C19"
1176,"OPA1, NTG, NPG"
1178,"OPA3, MGA3"
1178,PAX2
1178,"PAX6, AN2, MGDA"
1178,"OFD1, CXorf5"
1178,OTC
1178,"IRF6, VWS, LPS, PIT, PPS, OFC6"
1178,"CDKN2A, MTS1, P16, MLM, CMM2"
1178,"UMPS, OPRT"
1178,"SLC6A2, NAT1, NET1"
1179,"COL11A2, STL3, DFNA13"
1179,"GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO"
1179,"ENPP1, PDNP1, NPPS, M6S1, PCA1"
1183,"MATN3, EDM5, HOA"
1184,"FRZB, FRZB1, SRFP3"
1186,"ASPN, PLAP1"
1186,COL2A1
1186,COL1A2
1186,COL1A1
1186,COL1A1
1188,COL1A1
1189,COL1A1
1189,"TNFRSF11A, RANK, ODFR, OFE"
1189,"MMP2, CLG4A, MONA"
1190,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2"
1190,"CLCN7, CLC7, OPTA2"
1190,"OSTM1, GL"
1191,"CLCN7, CLC7, OPTA2"
1192,"TCIRG1, TIRC7, OC116, OPTB1"
1192,"LEMD3, MAN1"
1192,COL1A1
1192,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2"
1192,"CALCA, CALC1"
1192,"SLC17A2, NPT2"
1192,COL1A2
1192,"CALCR, CRT"
1192,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2"
1192,RIL
1192,"TP53, P53, LFS1"
1192,"CHEK2, RAD53, CHK2, CDS1, LFS2"
1195,"FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS"
1196,"FLNA, FLN1, ABPX, NHBP, OPD1, OPD2, FMD, MNS"
1198,"BRCA1, PSCP"
1199,"MSH2, COCA1, FCC1, HNPCC1"
1200,PIK3CA
1201,"MSH6, GTBP, HNPCC5"
1204,"ERBB2, NGL, NEU, HER2"
1205,"CDH1, UVO"
1206,"RRAS2, TC21"
1207,CTNNB1
1209,"FSHR, ODG1"
1210,"BMP15, GDF9B, ODG2"
1210,"FSHR, ODG1"
1210,"FSHR, ODG1"
1212,EIF2B2
1212,EIF2B4
1213,"EIF2B5, LVWM, CACH, CLE"
1213,"KRT17, PC2, PCHC1"
1214,"KRT6B, PC2"
1215,KRT16
1215,KRT6A
1216,"TNFRSF11B, OPG, OCIF"
1216,"SQSTM1, P62, PDB3"
1216,"TNFRSF11A, RANK, ODFR, OFE"
1217,"MAPT, MTBT1, DDPAC, MSTD"
1218,"GLI3, PAPA, PAPB, ACLS"
1218,KRT16
1218,KRT16
1220,IPF1
1221,"ARMET, ARP"
1222,"BRCA2, FANCD1"
1223,"TP53, P53, LFS1"
1225,"MADH4, DPC4, SMAD4, JIP"
1226,"CDKN2A, MTS1, P16, MLM, CMM2"
1227,"ACVR1B, ACVRLK4, ALK4"
1229,"STK11, PJS, LKB1"
1230,"KRAS2, RASK2"
1232,"RBBP8, RIM"
1232,"PRSS1, TRY1"
1232,"SPINK1, PSTI, PCTT, TATI"
1233,"CFTR, ABCC7, CF, MRP7"
1234,"BRCA1, PSCP"
1235,"CTSC, CPPI, PALS, PLS, HMS"
1237,"SDHB, SDH1, SDHIP"
1237,"SDHD, PGL1"
1237,"SDHD, PGL1"
1237,"SDHC, PGL3"
1238,"SDHD, PGL1"
1239,"SCN4A, HYPP, NAC1A"
1241,MEN1
1241,"HRPT2, C1orf28"
1241,"HRPT2, C1orf28"
1241,"MSX2, CRS2, HOX8"
1242,"ALX4, PFM2, FPP"
1242,"MSX2, CRS2, HOX8"
1243,"RASA1, GAP, CMAVM, PKWS"
1243,"NR4A2, NURR1, NOT, TINUR"
1244,SNCAIP
1245,"TBP, SCA17"
1245,"SNCA, NACP, PARK1, PARK4"
1246,"DJ1, PARK7"
1247,"LRRK2, PARK8"
1249,"PINK1, PARK6"
1249,"UCHL1, PARK5"
1249,"SNCA, NACP, PARK1, PARK4"
1249,"PRKN, PARK2, PDJ"
1249,DBH
1249,NDUFV2
1249,PIGA
1249,"MR1, TAHCCP2, KIPP1184, BRP17, PNKD, FPD1, PDC, DYT8"
1253,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54"
1254,"SOX10, WS4"
1254,"LBR, PHA"
1256,"PLP1, PMD"
1257,"GJA12, CX47, PMLDAR"
1257,"SLC26A4, PDS, DFNB4"
1257,"AR, DHTR, TFM, SBMA, KD, SMAX1"
1259,"TNFRSF1A, TNFR1, TNFAR, FPF"
1260,"CTSC, CPPI, PALS, PLS, HMS"
1260,"ARFGEF2, BIG2"
1261,"PEX6, PXAAA1, PAF2"
1263,"PEX6, PXAAA1, PAF2"
1265,PEX12
1265,"KCNJ11, BIR, PHHI"
1265,"AMH, MIF"
1266,"AMHR2, AMHR"
1267,"PAX6, AN2, MGDA"
1268,"CYP1B1, GLC3A"
1270,"STK11, PJS, LKB1"
1271,"FGFR1, FLT2, KAL2"
1271,"FGFR2, BEK, CFD1, JWS"
1272,"PAH, PKU1"
1272,"QDPR, DHPR"
1272,PTS
1272,"TAS2R38, T2R61, PTC"
1272,"SDHD, PGL1"
1272,VHL
1272,"SDHB, SDH1, SDHIP"
1272,PHGDH
1272,PRPS1
1272,PHKB
1272,PSP
1272,"PSEN1, AD3"
1272,"KIT, PBT"
1273,"MATP, AIM1"
1274,"PRKAR1A, TSE1, CNC1, CAR"
1276,"CRB1, RP12"
1276,CTNNB1
1277,"GNAI2, GNAI2B, GIP"
1278,"GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO"
1279,"THRA, ERBA1, THRA1"
1279,GLI2
1281,"POU1F1, PIT1"
1281,PROP1
1281,"HESX1, RPX"
1281,LHX3
1281,"PRKCA, PKCA"
1281,NOS3
1282,"STS, ARSC1, ARSC, SSDD"
1282,"PLI, SERPINF2"
1283,PLG
1284,"PLA2G7, PAFAH"
1285,"P2RY12, P2Y12"
1285,"RUNX1, CBFA2, AML1"
1288,CD36
1288,"SFTPC, SFTP2"
1291,"FLCN, BHD"
1291,"FCYT, PKHD1, ARPKD"
1291,PKD1
1291,"PKD2, PKD4"
1291,PKDTS
1293,"PRKCSH, G19P1, PCLD"
1294,SEC63
1295,VHL
1296,JAK2
1297,"GLI3, PAPA, PAPB, ACLS"
1297,"GLI3, PAPA, PAPB, ACLS"
1297,"GPR56, TM7XN1, BFPP"
1298,"BMPR1A, ACVRLK3, ALK3"
1301,"MADH4, DPC4, SMAD4, JIP"
1303,"IRF6, VWS, LPS, PIT, PPS, OFC6"
1304,COL4A1
1305,ALAD
1306,"HMBS, PBGD, UPS"
1307,"HMBS, PBGD, UPS"
1307,UROS
1307,UROD
1307,UROD
1307,"HFE, HLA-H, HFE1"
1308,PPOX
1308,"MECP2, RTT, PPMX, MRX16, MRX79"
1308,NDN
1308,SNRPN
1308,LHCGR
1308,"STOX1, PEE4"
1308,EPHX1
1309,"AGT, SERPINA8"
1311,"KLKB1, KLK3"
1312,MCPH1
1314,"DIAPH2, DIA, POF2"
1315,"FOXL2, BPES, BPES1, PFRK, POF3"
1315,"ALS2, ALSJ, PLSJ, IAHSP"
1315,"PRNP, PRIP"
1315,"C10orf2, TWINKLE, PEO1, PEO"
1316,"POLG, POLG1, POLGA, PEO"
1316,"SLC25A4, ANT1, T1, PEO3"
1316,"CYP2C, CYP2C19"
1316,MEN1
1316,PEPD
1316,"PFC, PFD"
1316,PCCA
1316,PCCB
1316,"RNASEL, RNS4, PRCA1, HPC1"
1316,"BRCA2, FANCD1"
1316,"PTEN, MMAC1"
1316,"AR, DHTR, TFM, SBMA, KD, SMAX1"
1316,"CHEK2, RAD53, CHK2, CDS1, LFS2"
1316,MSR1
1316,"EPHB2, EPHT3, DRT, ERK"
1316,"KLF6, COPEB, BCD1, ZF9"
1316,"MAD1L1, TXBP181"
1316,"AR, DHTR, TFM, SBMA, KD, SMAX1"
1316,ATBF1
1316,"ELAC2, HPC2"
1316,MXI1
1316,PROS1
1316,"CLCN5, CLCK2, NPHL2, DENTS"
1316,"FECH, FCE"
1316,"FECH, FCE"
1316,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54"
1316,"COMP, EDM1, MED, PSACH"
1316,"HSD17B3, EDH17B3"
1316,LHCGR
1316,SCNN1A
1316,SCNN1B
1316,"SCNN1G, PHA1"
1316,"NR3C2, MLR, MCR"
1316,"WNK4, PRKWNK4, PHA2B"
1316,"WNK1, PRKWNK1, KDP, PHA2C"
1316,"GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO"
1316,"GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO"
1317,SRD5A2
1318,"CYP27B1, PDDR, VDD1"
1320,"ABCC6, ARA, ABC34, MLP1, PXE"
1321,"ABCC6, ARA, ABC34, MLP1, PXE"
1321,PSORS6
1321,"CARD15, NOD2, IBD1, CD, ACUG, PSORAS1"
1322,CSF2RB
1322,"SFTPC, SFTP2"
1323,"SFTPB, SFTB3"
1323,"SFTPC, SFTP2"
1323,"SFTPA1, SFTP1"
1323,"BMPR2, PPH1"
1324,CTSK
1324,NOS1
1324,"PSTPIP1, PSTPIP, CD2BP1, PAPAS"
1324,SPTA1
1324,PC
1324,"PDHA1, PHE1A"
1324,PDHB
1324,INSR
1325,"HOXA11, HOX1I"
1325,"RECQL4, RTS, RECQ4"
1326,"CX3CR1, GPR13, V28"
1327,"TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS"
1327,MC1R
1329,"PEX7, RCDP1"
1330,"PHYH, PAHX"
1330,"PEX1, ZWS1"
1330,PEX26
1331,"PXMP3, PAF1, PMP35, PEX2"
1331,"FLCN, BHD"
1332,"TRC8, RCA1, HRCA1"
1333,OGG1
1334,"PRCC, RCCP1"
1335,TFE3
1337,MET
1338,VHL
1339,"SLC5A2, SGLT2"
1339,PAX2
1341,"SLC4A1, AE1, EPB3"
1341,"ATP6V0A4, ATP6N1B, VPP2, RTA1C, RTADR"
1344,CA2
1344,"SLC4A4, NBC1, KNBC, SLC4A5"
1344,"ATP6B1, VPP3"
1345,"ACE, DCP1, ACE1"
1346,"AGTR1, AGTR1A, AT2R1"
1347,"AGT, SERPINA8"
1348,REN
1348,"PQBP1, NPW38, SHS, MRX55, MRXS3, RENS1, MRXS8"
1349,OPRM1
1349,"ADRB1, ADRB1R, RHR"
1349,"ZMPSTE24, FACE1, STE24, MADB"
1350,"NRL, D14S46E, RP27"
1350,"PROM1, PROML1, AC133"
1352,"C1QTNF5, CTRP5, LORD"
1354,LRAT
1355,IMPDH1
1355,"PRPF31, PRP31"
1357,"RP1, ORP1"
1359,"CRB1, RP12"
1359,"PRPF8, PRPC8, RP13"
1359,"TULP1, RP14"
1359,"CA4, RP17"
1359,"HPRP3, RP18"
1359,"ABCA4, ABCR, STGD1, FFM, RP19"
1359,"RPE65, RP20"
1359,RP2
1359,CERKL
1359,"NRL, D14S46E, RP27"
1360,"FSCN2, RFSN"
1361,"RPGR, RP3, CRD, RP15, COD1"
1362,"RHO, RP4, OPN2"
1363,"RDS, RP7, PRPH2, PRPH, AVMD, AOFMD"
1365,RP9
1366,RLBP1
1367,USH2A
1368,RGR
1369,"CNGB1, CNCG3L, CNCG2"
1370,"CNGA1, CNCG1"
1371,"PDE6A, PDEA"
1371,"PDE6B, PDEB, CSNB3"
1372,RGR
1373,"RHO, RP4, OPN2"
1374,"ROM1, ROSP1"
1375,"RDS, RP7, PRPH2, PRPH, AVMD, AOFMD"
1375,"AIPL1, LCA4"
1375,"NR2E3, PNR, ESCS"
1376,"CRX, CORD2, CRD"
1377,MERTK
1378,"RPGR, RP3, CRD, RP15, COD1"
1378,"RPGR, RP3, CRD, RP15, COD1"
1380,"RDS, RP7, PRPH2, PRPH, AVMD, AOFMD"
1381,RLBP1
1383,RB1
1383,RBP4
1383,"RS1, XLRS1"
1383,"MECP2, RTT, PPMX, MRX16, MRX79"
1383,"CDKL5, STK9"
1383,"MECP2, RTT, PPMX, MRX16, MRX79"
1383,"SMARCB1, SNF5, INI1, RDT"
1383,"SMARCB1, SNF5, INI1, RDT"
1384,"SLC22A1L, BWSCR1A, IMPT1"
1385,"FOXO1A, FKHR"
1386,"PAX3, WS1, HUP2, CDHS"
1387,PAX7
1387,"IL10, CSIF"
1387,"MHC2TA, C2TA"
1387,NFKBIL1
1387,"PADI4, PADI5, PAD"
1388,"PTPN8, PEP, PTPN22, LYP"
1389,"RUNX1, CBFA2, AML1"
1391,"SLC22A4, OCTN1"
1391,MIF
1391,"PEX7, RCDP1"
1392,"AGPS, ADHAPS"
1393,"RHAG, RH50A"
1394,RHD
1396,RHCE
1397,"RPIA, RPI"
1398,CYP2R1
1398,VDR
1399,VDR
1399,"FOXC1, FKHL7, FREAC3"
1400,"PITX2, IDG2, RIEG1, RGS, IGDS2"
1401,"PITX2, IDG2, RIEG1, RGS, IGDS2"
1403,"CAV3, LGMD1C"
1404,ESCO2
1406,"ROR2, BDB1, BDB, NTRKR2"
1408,WNT4
1409,"RECQL4, RTS, RECQ4"
1410,"MPZ, CMT1B, CMTDI3, CHM, DSS"
1411,"PMP22, CMT1A, CMT1E, DSS"
1412,"CREBBP, CBP, RSTS"
1414,EP300
1415,"FGFR2, BEK, CFD1, JWS"
1416,"TWIST, ACS3, SCS"
1417,"TWIST, ACS3, SCS"
1418,"HMGA2, HMGIC, BABL, LIPO"
1418,"SLC17A5, SIASD, SLD"
1418,HEXB
1418,"SGSH, MPS3A, SFMD"
1418,NAGLU
1418,"CARD15, NOD2, IBD1, CD, ACUG, PSORAS1"
1418,BTNL2
1418,HLA-DR1B
1418,"SSX1, SSRC"
1419,SSX2
1422,"ACE, DCP1, ACE1"
1423,"SMARCAL1, HARP, SIOD"
1423,NAGA
1423,NAGA
1423,EMX2
1423,DISC1
1425,TRAR4
1425,"APP, AAA, CVAP, AD1"
1425,COMT
1426,DISC1
1426,HTR2A
1426,"RTN4R, NOGOR"
1426,SYN2
1426,"EPN4, EPNR, KIAA0171, SCZD1"
1426,"PRODH, PRODH2, SCZD4"
1426,NF2
1426,"HSPG2, PLC, SJS, SJA, SJS1"
1426,"JAK3, JAKL"
1426,SOST
1428,"GULOP, GULO"
1428,"APOE, AD2"
1428,HTR2A
1428,"MYH9, MHA, FTNS, DFNA17"
1428,"ATR, FRP1, SCKL"
1428,"TH, TYH"
1428,"SCN2A1, SCN2A"
1428,"SCN2A1, SCN2A"
1428,"ZAP70, SRK, STD"
1428,"TGM1, ICR2, LI1"
1428,"PAPSS2, ATPSK2"
1428,"NPHP1, NPH1, SLSN1"
1428,"NPHP4, SLSN4"
1430,"IQCB1, NPHP5, KIAA0036"
1430,"POLG, POLG1, POLGA, PEO"
1432,SPR
1433,"CASP12, CASP12P1"
1433,"TNF, TNFA"
1435,"HESX1, RPX"
